age,gender,study_hours,attendance,prev_grade,parent_education,internet_access,extra_classes,sleep_hours,stress_level,assignments_done,library_visits,sports,part_time_job,final_grade,pass_fail,grade_category
21,Female,6.6,66.2,74,High School,1,1,7.3,Medium,10,6,1,1,79.2,1,B
20,Male,9.7,79.5,81,None,1,0,4.6,Low,13,3,1,1,93.6,1,A
18,Male,6.0,66.3,40,Bachelor,1,1,4.1,Low,12,9,1,0,80.3,1,A
15,Female,0.8,56.6,99,Master,1,1,5.0,Low,7,4,1,0,72.1,1,B
19,Female,0.8,73.5,85,None,1,0,7.4,Low,14,14,1,0,83.0,1,A
21,Female,9.5,60.8,75,High School,1,0,8.2,Medium,11,12,1,0,97.5,1,A
19,Male,3.0,96.0,97,High School,1,1,5.2,Medium,2,5,0,0,74.8,1,B
20,Male,0.9,95.4,51,Master,1,1,8.0,Low,4,12,0,0,70.2,1,B
17,Female,6.0,70.1,77,None,1,0,5.1,High,5,8,0,0,59.7,1,C
19,Male,6.2,59.7,50,Bachelor,1,0,7.7,High,1,4,0,0,47.8,1,D
21,Male,6.5,84.2,51,None,1,1,6.5,High,7,4,1,1,68.5,1,B
19,Female,2.7,42.2,81,None,1,1,7.9,Low,4,6,1,0,67.9,1,B
19,Male,0.2,68.5,89,Master,1,0,10.0,Medium,16,1,0,0,82.6,1,A
19,Male,9.7,60.2,78,None,1,0,9.6,Medium,1,2,1,0,77.4,1,B
16,Female,2.5,95.2,46,Bachelor,1,1,4.0,High,10,11,0,0,71.4,1,B
16,Male,6.8,40.7,50,High School,1,1,9.3,High,3,1,0,1,49.8,1,D
17,Male,7.1,73.2,75,Master,1,1,4.4,Medium,10,9,1,0,100.0,1,A
15,Female,6.1,84.4,91,Bachelor,1,1,9.7,High,8,9,0,1,85.7,1,A
19,Male,3.1,69.1,70,High School,0,1,5.7,High,5,11,0,0,50.6,1,C
20,Male,2.7,45.1,72,Master,1,0,6.3,Medium,1,13,0,1,46.6,1,D
15,Female,6.0,98.3,52,Master,1,1,4.5,High,14,1,1,0,75.2,1,B
20,Female,8.7,71.1,57,High School,1,0,4.7,High,4,2,1,0,63.2,1,C
15,Female,9.5,76.9,80,High School,1,1,8.4,Low,11,5,0,0,100.0,1,A
17,Male,1.1,54.2,97,Bachelor,1,0,9.7,High,12,4,0,0,61.5,1,C
19,Female,1.5,69.0,95,None,1,0,7.7,Low,16,10,1,0,72.6,1,B
19,Male,9.4,65.7,63,None,1,1,8.3,Medium,3,14,0,0,92.6,1,A
18,Female,7.4,44.5,48,None,1,1,8.6,Low,9,13,1,1,80.0,1,A
20,Male,8.8,46.4,70,None,1,0,5.6,Medium,0,12,0,0,61.2,1,C
15,Female,2.0,90.2,94,None,1,1,4.3,Low,10,4,1,0,90.5,1,A
15,Female,5.9,54.4,80,Bachelor,0,0,4.0,Low,15,1,1,0,71.2,1,B
16,Female,7.0,51.7,49,Master,1,0,6.1,Low,10,1,0,0,73.2,1,B
18,Female,6.8,70.3,99,Bachelor,0,1,5.4,High,8,11,1,0,82.9,1,A
21,Male,4.1,86.1,41,Bachelor,0,0,4.4,High,1,0,0,0,45.6,1,D
21,Female,0.2,43.7,77,Bachelor,1,1,5.1,High,6,2,1,0,40.4,1,D
16,Female,5.8,74.6,54,Master,1,0,4.7,High,18,11,1,1,80.1,1,A
16,Male,2.5,47.2,42,Bachelor,1,1,9.5,High,17,11,0,0,68.5,1,B
16,Female,4.5,42.2,82,Bachelor,1,1,4.8,Low,19,10,1,0,96.8,1,A
20,Male,9.6,43.2,70,Master,1,0,7.2,High,6,13,0,0,77.2,1,B
20,Female,4.0,90.0,45,Bachelor,1,0,7.6,Medium,8,6,0,0,64.3,1,C
17,Female,8.4,47.1,42,None,1,1,7.3,Low,11,10,1,0,88.3,1,A
17,Female,1.9,42.7,95,High School,1,1,4.6,Low,2,4,0,0,57.2,1,C
16,Male,6.7,66.3,50,Bachelor,1,0,5.9,Medium,15,6,0,0,60.6,1,C
18,Female,9.8,90.6,54,High School,1,1,4.3,High,6,8,0,0,78.0,1,B
15,Female,1.0,55.7,84,Bachelor,1,0,6.4,Medium,4,5,0,0,56.3,1,C
20,Female,0.1,65.3,91,Bachelor,0,0,5.1,Low,6,1,0,0,55.9,1,C
18,Male,4.3,42.4,67,None,1,0,7.4,Low,18,0,0,0,66.3,1,B
19,Male,0.9,66.9,49,Master,1,0,8.2,Low,16,0,1,0,72.9,1,B
20,Female,7.5,74.7,77,High School,1,1,7.2,Medium,15,9,1,0,100.0,1,A
20,Male,9.1,74.3,86,Master,1,1,6.6,High,18,8,1,1,100.0,1,A
17,Female,4.3,59.9,96,None,0,1,6.3,Low,17,13,0,1,88.9,1,A
15,Female,2.6,58.9,89,None,0,1,9.1,High,18,5,1,0,75.4,1,B
15,Female,4.3,46.4,89,High School,1,1,5.3,Low,3,5,1,0,70.9,1,B
21,Female,7.2,62.0,46,Master,0,1,8.4,High,0,3,0,0,57.2,1,C
21,Female,0.1,46.0,54,None,1,1,8.5,Medium,3,11,1,0,56.6,1,C
21,Female,5.9,86.0,57,Bachelor,1,1,6.5,Low,3,13,1,1,84.1,1,A
21,Female,6.1,98.0,57,Bachelor,1,1,5.8,Low,8,1,0,0,96.6,1,A
19,Male,6.4,98.2,91,Bachelor,0,0,6.8,Low,7,9,1,1,93.5,1,A
19,Male,2.4,91.9,80,Master,1,1,4.6,Medium,1,2,0,0,69.7,1,B
20,Male,7.1,76.0,63,Bachelor,1,1,4.3,Medium,5,2,0,1,69.6,1,B
16,Male,0.9,82.1,41,Bachelor,0,1,4.7,High,10,7,0,1,45.9,1,D
17,Male,2.0,57.1,79,None,1,1,5.1,Medium,3,5,1,1,49.3,1,D
17,Male,8.8,77.8,59,None,1,1,7.0,Low,13,6,0,0,98.6,1,A
21,Male,7.4,67.3,73,Bachelor,1,1,9.1,High,8,8,0,1,84.8,1,A
20,Female,0.1,68.9,82,Bachelor,1,0,5.4,Medium,1,0,1,0,50.5,1,C
18,Female,2.5,85.5,65,None,0,1,9.6,High,0,1,1,1,43.0,1,D
16,Female,2.1,56.9,46,High School,1,0,9.7,High,3,14,1,0,51.8,1,C
20,Female,2.7,59.1,77,Master,1,1,9.8,High,11,8,0,0,80.0,1,A
16,Male,2.5,95.5,69,Master,1,1,9.0,Low,4,4,1,1,74.8,1,B
16,Male,0.6,43.4,81,None,0,0,6.2,Low,8,3,0,1,34.5,0,F
16,Female,4.6,69.1,44,Master,1,0,4.4,Medium,3,0,0,1,51.7,1,C
20,Female,7.3,94.8,50,None,1,1,7.4,Low,15,8,0,0,100.0,1,A
21,Male,6.1,76.6,40,None,1,0,7.4,High,1,10,1,1,60.7,1,C
17,Female,6.7,72.8,73,None,0,0,9.1,High,15,12,1,1,78.2,1,B
17,Female,0.8,55.0,95,None,1,1,10.0,Low,15,8,1,0,82.1,1,A
21,Female,9.5,60.6,40,High School,1,0,7.0,High,10,3,0,1,68.7,1,B
16,Female,8.4,91.1,58,Bachelor,1,0,6.1,Low,0,8,0,0,82.5,1,A
18,Male,8.1,73.6,41,Bachelor,1,1,5.1,High,14,9,0,0,80.9,1,A
15,Female,8.2,70.9,60,High School,1,0,4.0,Medium,3,12,1,0,80.1,1,A
20,Female,9.3,46.0,59,Master,1,0,7.1,Medium,17,0,0,0,87.3,1,A
15,Male,5.4,41.0,62,Master,1,1,7.3,Low,16,14,0,0,87.3,1,A
21,Male,2.0,97.8,60,Bachelor,1,1,8.9,Low,6,4,1,0,86.8,1,A
18,Female,6.2,62.6,63,Master,1,1,7.0,Low,17,0,0,0,91.6,1,A
20,Male,7.4,76.2,43,Bachelor,0,1,9.5,Low,12,3,1,0,83.7,1,A
21,Female,7.4,44.8,51,Bachelor,1,1,7.8,Low,19,11,1,0,96.4,1,A
16,Female,5.2,81.0,61,High School,1,0,9.0,High,19,4,1,0,75.7,1,B
17,Male,0.7,96.0,59,Master,1,0,4.9,Medium,9,13,0,0,66.5,1,B
15,Female,3.7,74.5,57,High School,1,0,9.1,High,0,10,0,0,47.8,1,D
19,Female,9.2,47.6,40,Bachelor,1,0,8.1,Medium,1,2,0,1,60.9,1,C
19,Female,5.8,74.9,69,Bachelor,1,1,5.0,High,16,1,0,1,75.5,1,B
18,Female,5.4,86.0,72,Bachelor,0,1,5.1,High,2,5,1,0,75.0,1,B
16,Male,2.7,64.4,63,None,1,0,9.6,High,16,10,0,0,60.7,1,C
15,Male,3.7,92.8,53,None,0,1,4.2,Low,11,12,1,0,83.4,1,A
16,Female,9.0,78.9,75,None,1,0,6.8,Medium,11,2,0,0,83.8,1,A
15,Male,6.7,94.0,44,High School,1,0,5.9,Low,19,9,1,1,89.1,1,A
18,Female,7.9,77.4,50,Bachelor,1,1,8.0,Low,9,0,0,0,90.4,1,A
18,Female,4.5,47.9,63,Master,1,0,9.0,High,6,10,0,0,68.9,1,B
19,Female,6.3,58.6,99,High School,0,0,6.2,Medium,9,12,0,0,83.4,1,A
16,Female,2.5,52.1,70,High School,0,0,6.6,Medium,17,4,1,1,57.6,1,C
20,Female,7.1,94.5,94,High School,1,0,9.9,Medium,5,1,0,0,97.0,1,A
19,Male,4.3,85.6,52,Master,1,1,8.7,Medium,6,14,0,0,92.7,1,A
16,Female,4.4,80.6,55,Bachelor,1,1,9.4,Low,16,1,0,0,91.9,1,A
19,Male,6.5,58.1,63,None,1,0,6.6,Low,11,14,0,0,85.7,1,A
20,Male,9.4,51.0,52,Bachelor,1,0,5.4,Medium,16,3,1,1,75.0,1,B
17,Female,0.6,85.4,63,Bachelor,1,1,6.5,Low,17,3,1,0,100.0,1,A
17,Female,8.2,68.4,93,High School,1,1,8.3,Medium,13,3,0,0,100.0,1,A
17,Female,2.9,53.5,65,High School,1,0,4.7,Low,10,6,0,0,55.8,1,C
17,Female,4.4,77.0,41,High School,1,0,5.6,High,1,0,0,0,41.5,1,D
21,Female,0.2,42.4,55,None,1,1,4.3,High,0,12,1,0,33.5,0,F
15,Male,3.0,59.6,77,None,0,1,6.6,Medium,10,7,0,0,68.5,1,B
21,Female,5.0,68.1,85,None,1,0,9.0,Medium,1,11,1,0,77.8,1,B
21,Female,0.6,48.9,40,Bachelor,1,1,4.1,Low,15,12,1,0,60.2,1,C
21,Male,4.9,99.1,88,High School,1,0,8.1,Medium,2,9,1,0,87.6,1,A
17,Male,9.3,52.5,50,Master,1,1,9.6,Medium,19,8,1,1,100.0,1,A
20,Female,1.1,47.8,90,Bachelor,0,1,5.4,Low,0,9,0,1,48.2,1,D
18,Male,7.6,52.2,74,None,0,1,8.2,Medium,19,12,1,1,91.6,1,A
18,Female,4.1,86.1,82,Master,1,0,9.9,Medium,7,13,1,0,92.5,1,A
15,Male,6.6,65.5,68,Master,1,0,9.8,High,18,14,0,0,89.8,1,A
17,Male,2.6,73.9,76,High School,1,0,5.4,High,0,5,1,0,50.9,1,C
17,Female,1.6,41.3,56,Master,1,1,4.6,High,4,3,1,0,36.3,0,F
17,Male,1.6,42.1,97,None,1,0,4.9,Medium,0,5,1,1,37.8,0,F
19,Male,0.7,66.7,93,High School,1,0,8.2,Low,10,9,0,1,65.9,1,B
16,Male,1.9,89.0,78,Master,1,0,8.4,High,8,6,1,1,79.1,1,B
19,Male,6.6,93.1,81,High School,1,1,8.0,Medium,4,5,0,0,98.6,1,A
16,Male,8.8,45.2,67,Master,1,0,6.0,High,1,10,1,1,66.1,1,B
17,Male,8.1,72.3,68,Bachelor,1,0,5.0,Low,12,0,1,1,85.6,1,A
17,Female,6.9,94.8,82,Bachelor,0,0,7.5,Low,17,4,1,0,100.0,1,A
19,Female,1.1,63.3,42,None,1,1,6.9,Low,11,7,0,0,69.2,1,B
19,Male,2.9,89.8,91,Bachelor,0,1,8.4,Low,13,14,1,0,100.0,1,A
16,Female,3.1,48.0,49,Bachelor,1,1,6.6,Low,4,7,0,0,69.0,1,B
18,Female,2.5,96.1,98,Bachelor,1,1,6.0,Low,9,11,1,1,97.6,1,A
16,Female,5.2,85.1,81,Master,1,1,5.8,Medium,19,9,1,0,100.0,1,A
19,Male,5.4,96.5,53,Master,1,0,5.3,High,1,8,0,0,63.8,1,C
20,Female,3.6,80.6,51,High School,1,1,5.6,Low,3,3,0,0,65.5,1,B
19,Male,3.5,61.8,86,Master,1,0,4.6,High,11,9,1,0,59.8,1,C
20,Female,8.3,96.3,81,Bachelor,0,0,6.1,High,10,5,0,0,83.0,1,A
15,Male,7.9,56.5,69,Master,1,1,4.2,Medium,3,6,1,1,82.9,1,A
19,Male,3.1,59.9,71,None,0,0,5.1,Low,10,4,0,0,47.9,1,D
15,Female,9.1,82.0,71,High School,1,0,8.5,Low,8,14,0,1,100.0,1,A
18,Female,9.5,85.9,81,High School,1,0,6.0,Medium,9,10,1,1,100.0,1,A
16,Male,3.3,95.8,71,Master,1,1,8.0,Medium,5,7,1,0,94.5,1,A
20,Female,3.5,52.3,65,Bachelor,1,0,8.3,Medium,14,2,0,1,72.7,1,B
16,Female,5.1,87.9,90,High School,1,1,7.5,Medium,9,7,1,0,100.0,1,A
15,Female,9.4,84.3,40,None,0,1,9.8,Medium,5,14,0,0,92.1,1,A
20,Male,8.8,43.8,95,None,1,1,4.1,High,0,13,1,0,76.1,1,B
16,Male,1.0,63.2,97,High School,1,0,8.4,Medium,19,4,0,0,77.0,1,B
19,Female,3.9,57.0,81,Bachelor,0,1,9.8,Low,3,0,0,0,66.3,1,B
17,Female,5.5,58.3,41,Bachelor,1,0,9.2,Low,13,12,0,1,72.4,1,B
15,Female,5.0,99.0,56,Master,1,0,5.0,Medium,19,5,0,0,92.8,1,A
16,Male,1.9,78.6,69,Master,1,0,6.0,Medium,19,1,0,0,88.4,1,A
15,Male,8.6,83.1,95,High School,1,1,5.0,Medium,7,14,0,1,100.0,1,A
21,Female,6.8,98.6,78,Master,1,0,7.6,Medium,10,6,1,1,97.5,1,A
15,Female,8.4,62.6,46,Master,1,0,8.3,Medium,14,14,0,0,97.3,1,A
20,Female,8.6,88.1,91,Master,1,0,5.9,Low,18,14,0,0,100.0,1,A
21,Female,7.5,66.1,66,None,1,0,7.2,High,7,8,1,0,78.4,1,B
20,Female,4.4,92.2,48,Master,1,1,8.1,Medium,12,2,0,0,80.5,1,A
17,Female,6.1,50.8,61,High School,0,1,6.5,Medium,17,13,0,0,94.4,1,A
21,Male,1.6,96.9,73,Bachelor,0,1,9.1,Medium,16,9,0,1,83.9,1,A
19,Female,6.7,53.1,85,Master,1,0,8.6,Low,5,13,0,0,86.7,1,A
15,Male,1.8,59.6,88,Bachelor,1,0,4.4,Low,14,3,0,0,61.6,1,C
16,Female,6.9,85.4,40,Master,1,1,7.7,High,12,3,0,1,77.9,1,B
18,Female,2.3,63.6,48,High School,0,0,5.4,High,17,3,1,0,43.3,1,D
15,Male,1.2,76.5,59,None,1,1,7.3,High,10,2,0,0,60.9,1,C
15,Male,1.7,66.7,92,High School,1,0,9.7,High,12,4,0,0,67.2,1,B
17,Male,0.0,84.5,58,None,1,1,9.3,Low,0,8,0,1,53.1,1,C
19,Male,7.2,53.7,75,Master,1,0,6.4,High,17,14,0,1,78.4,1,B
18,Female,7.3,43.5,99,Master,1,0,5.7,Medium,4,10,0,1,67.2,1,B
21,Male,5.1,58.0,79,None,1,1,5.4,Low,5,7,1,0,70.6,1,B
21,Female,1.6,68.5,84,High School,1,1,7.2,Low,0,9,1,1,65.0,1,B
21,Male,0.8,50.1,43,High School,1,0,4.7,Low,6,1,1,0,32.5,0,F
20,Female,0.2,61.3,48,None,1,1,7.3,Medium,3,11,0,0,54.9,1,C
20,Female,1.7,64.0,80,Master,1,1,4.0,Low,8,8,1,0,74.1,1,B
16,Female,8.9,43.4,61,None,1,0,5.9,Medium,14,11,0,0,79.3,1,B
18,Female,2.4,75.0,57,Master,1,0,5.3,High,5,9,0,0,53.6,1,C
21,Female,3.5,93.1,51,None,1,0,9.8,Low,16,1,0,0,71.5,1,B
20,Female,1.1,49.1,81,Master,1,0,8.4,Medium,19,6,1,0,80.0,1,A
16,Male,2.2,75.9,82,None,1,1,6.1,Low,17,4,0,0,78.7,1,B
19,Female,5.2,79.9,78,Bachelor,0,0,4.6,High,3,14,1,1,57.2,1,C
16,Male,6.1,65.2,48,Master,1,0,7.1,Low,8,12,1,1,81.4,1,A
20,Male,2.5,82.1,45,High School,1,0,5.3,High,13,6,0,0,54.1,1,C
17,Female,0.6,64.6,58,None,1,1,7.2,Low,2,4,1,0,53.2,1,C
17,Male,3.9,70.3,87,High School,1,0,9.0,Medium,0,11,0,0,61.8,1,C
21,Female,2.3,40.4,86,None,1,0,7.7,High,10,5,0,0,51.8,1,C
17,Male,2.2,81.5,46,High School,0,0,7.8,Low,0,7,0,1,46.9,1,D
21,Female,9.6,79.7,55,High School,1,1,7.2,High,11,0,1,0,84.9,1,A
21,Male,6.2,42.3,44,None,1,0,9.6,High,8,12,0,0,50.2,1,C
20,Female,5.6,62.1,55,None,0,1,9.6,Medium,4,10,1,0,76.9,1,B
17,Female,4.2,98.7,40,High School,1,0,7.1,Medium,14,12,1,1,83.1,1,A
21,Female,4.3,65.2,90,High School,1,0,5.8,Medium,17,11,1,0,79.5,1,B
18,Female,5.4,70.1,76,High School,1,1,6.8,Medium,8,0,0,0,74.7,1,B
19,Male,7.0,94.6,78,Master,1,0,5.1,High,12,4,0,0,95.1,1,A
16,Female,7.0,83.0,58,Master,1,1,7.8,High,12,14,0,1,95.7,1,A
16,Male,1.7,74.9,93,Bachelor,1,1,7.0,Low,12,0,1,1,81.2,1,A
20,Male,5.0,87.9,76,Master,0,1,4.6,Low,9,2,1,0,88.0,1,A
17,Male,4.1,91.9,56,Master,1,1,5.2,Low,9,9,1,1,75.0,1,B
17,Female,8.7,67.4,65,None,1,0,6.9,Medium,6,14,0,1,85.8,1,A
21,Male,6.3,68.5,61,Bachelor,1,0,9.3,High,4,8,0,1,59.7,1,C
15,Male,5.3,63.2,47,Bachelor,1,1,7.4,High,19,13,1,1,78.1,1,B
21,Male,1.2,98.0,72,Master,1,1,8.1,Low,6,12,0,0,95.5,1,A
19,Female,6.1,81.8,41,None,1,1,6.0,Low,19,6,0,0,91.8,1,A
18,Female,1.2,45.0,69,None,1,0,7.4,High,9,11,1,1,32.4,0,F
16,Male,3.4,91.8,86,Bachelor,1,0,6.7,Medium,9,5,0,0,84.3,1,A
21,Female,1.4,68.8,59,None,0,1,8.0,Low,12,7,0,1,56.5,1,C
15,Female,6.9,44.1,99,High School,1,0,4.3,Low,14,7,0,0,83.6,1,A
15,Male,2.1,73.0,57,Master,1,0,7.0,High,5,5,0,0,52.2,1,C
21,Male,3.9,65.0,82,High School,1,0,5.8,High,19,3,1,0,69.1,1,B
20,Female,9.0,92.7,96,Bachelor,1,1,6.0,Low,11,3,0,1,100.0,1,A
16,Male,2.0,52.2,49,Bachelor,1,0,9.8,Low,18,3,1,0,77.3,1,B
20,Female,5.1,89.6,63,None,1,1,5.1,Medium,10,5,0,0,88.4,1,A
18,Female,4.2,73.5,95,None,1,0,5.9,Medium,5,0,0,1,53.0,1,C
15,Female,0.2,43.3,43,Bachelor,1,1,7.1,Medium,0,11,0,1,32.7,0,F
15,Female,7.9,98.3,76,Bachelor,1,1,9.2,Medium,1,1,0,0,93.1,1,A
19,Female,0.7,70.8,43,High School,1,0,6.5,Low,14,5,1,0,62.3,1,C
18,Female,4.7,57.5,52,High School,1,1,8.5,Low,3,13,1,0,77.6,1,B
15,Male,5.6,68.2,64,None,1,0,9.1,Low,4,13,0,1,80.9,1,A
18,Male,6.3,91.5,52,High School,1,0,5.9,Medium,14,10,0,0,84.1,1,A
16,Female,6.9,58.3,57,None,1,1,6.4,Low,10,0,1,0,75.4,1,B
17,Female,2.5,51.6,98,None,1,0,6.1,High,9,8,0,0,54.0,1,C
15,Female,0.1,47.7,63,Master,1,0,9.0,Medium,16,11,0,0,66.2,1,B
19,Male,7.2,57.9,41,None,1,0,4.3,High,1,5,0,0,40.6,1,D
16,Female,5.4,86.8,87,High School,1,0,5.9,Medium,19,6,1,0,97.9,1,A
21,Male,8.4,68.3,72,Bachelor,1,1,8.1,Low,9,13,0,1,100.0,1,A
18,Female,8.2,53.6,97,Bachelor,0,0,7.4,Medium,19,11,0,0,100.0,1,A
21,Female,8.4,50.0,58,High School,1,1,6.6,High,2,0,1,0,62.8,1,C
20,Male,4.9,60.0,48,Bachelor,1,1,7.2,Medium,18,7,1,0,80.7,1,A
16,Male,3.3,96.4,67,None,1,0,5.2,High,4,11,0,1,53.1,1,C
21,Female,7.9,60.6,74,Bachelor,1,0,6.6,Low,2,11,0,0,93.3,1,A
15,Female,4.5,99.3,96,High School,1,1,7.0,High,7,11,0,0,98.7,1,A
18,Female,1.8,69.1,78,Bachelor,0,0,9.4,Low,4,11,0,0,60.1,1,C
17,Male,8.5,50.7,49,None,1,0,5.6,High,11,11,0,0,71.6,1,B
16,Male,8.8,93.5,40,None,1,0,9.2,Low,13,4,0,1,90.7,1,A
15,Male,4.7,67.6,81,High School,1,1,7.9,High,6,4,1,0,69.7,1,B
19,Male,0.8,82.6,60,High School,0,1,4.1,Low,10,13,1,0,70.8,1,B
20,Male,3.9,99.0,48,High School,1,0,8.3,Low,7,5,0,1,73.3,1,B
18,Male,8.0,43.0,99,Master,1,0,4.2,Low,4,6,1,0,86.9,1,A
16,Female,9.0,45.8,86,Master,0,1,10.0,High,7,6,0,0,82.8,1,A
16,Female,2.0,83.2,54,None,1,1,9.2,High,11,4,0,0,66.5,1,B
17,Male,0.7,56.9,74,Master,1,1,5.8,Low,14,0,1,0,75.3,1,B
17,Female,8.8,51.1,96,Master,1,1,5.5,Medium,18,10,1,0,100.0,1,A
19,Female,3.9,42.4,44,Bachelor,1,0,6.3,Low,15,8,0,0,66.7,1,B
20,Male,5.4,41.3,80,Master,1,1,6.1,Medium,13,14,0,1,86.4,1,A
19,Female,9.7,86.5,97,Bachelor,0,0,6.2,Low,6,5,0,0,100.0,1,A
15,Male,0.7,48.1,61,High School,1,0,5.9,High,7,12,0,0,38.5,0,F
15,Male,6.5,68.1,80,Bachelor,1,1,7.7,Medium,6,8,1,0,88.1,1,A
19,Female,0.7,76.4,62,Bachelor,1,0,5.0,High,17,10,0,0,64.9,1,C
20,Male,3.8,65.7,46,High School,1,1,9.1,Medium,5,3,0,1,56.0,1,C
19,Male,8.0,41.6,95,High School,1,0,8.9,Medium,18,1,0,0,91.8,1,A
20,Male,4.3,87.0,62,None,1,1,6.9,Medium,3,12,0,1,74.7,1,B
20,Male,10.0,40.6,83,None,1,1,9.1,Medium,2,12,1,0,87.7,1,A
21,Male,5.6,85.7,64,None,0,0,5.5,High,16,2,1,0,76.0,1,B
18,Male,3.2,93.6,66,None,0,1,4.1,Medium,18,11,0,0,94.4,1,A
20,Male,2.2,66.0,80,Bachelor,1,0,7.7,Low,14,3,0,0,69.7,1,B
17,Male,3.5,72.1,45,Bachelor,0,1,6.7,Low,5,9,0,0,71.8,1,B
20,Female,3.7,68.6,94,None,1,0,7.4,Medium,11,11,0,1,74.0,1,B
20,Female,0.7,63.4,73,Master,1,1,9.4,High,18,7,0,0,71.5,1,B
20,Female,3.7,93.2,48,None,1,0,9.8,High,5,2,0,1,53.1,1,C
21,Male,4.6,93.6,99,Master,1,0,7.8,Medium,10,7,0,0,100.0,1,A
21,Male,7.2,60.1,88,High School,1,0,8.6,High,19,5,0,0,89.2,1,A
15,Female,6.6,76.9,72,Bachelor,0,0,4.5,High,19,3,1,0,76.8,1,B
21,Female,7.1,95.6,90,Bachelor,1,1,5.0,High,9,13,0,0,100.0,1,A
17,Female,0.1,97.7,99,Master,1,1,8.4,Medium,15,6,1,1,100.0,1,A
17,Male,2.2,70.5,45,None,1,1,6.6,Low,17,14,0,0,78.6,1,B
21,Female,6.6,67.2,76,Bachelor,1,0,6.7,Low,13,13,1,1,94.2,1,A
19,Female,4.8,56.7,70,Master,1,0,5.9,Low,3,10,0,0,58.2,1,C
18,Male,0.1,97.5,73,High School,1,0,7.6,Low,11,12,1,1,81.2,1,A
21,Female,8.0,48.6,80,High School,1,1,5.1,Low,19,4,0,1,97.1,1,A
20,Male,7.7,74.8,68,Bachelor,1,1,7.8,High,7,4,1,0,86.8,1,A
16,Male,5.5,57.0,97,None,1,0,5.0,High,6,8,1,0,58.6,1,C
18,Male,0.7,56.7,53,Master,1,0,4.4,High,8,12,0,0,50.3,1,C
18,Female,7.7,64.3,75,Bachelor,1,0,6.0,Medium,16,2,0,0,99.1,1,A
17,Female,5.8,99.9,75,High School,1,1,5.4,High,9,9,1,0,87.6,1,A
18,Male,7.8,43.3,92,None,1,1,9.3,Low,2,14,1,0,95.0,1,A
21,Female,7.5,74.7,54,Master,1,1,4.3,High,7,3,1,0,80.2,1,A
20,Female,8.0,45.0,47,Bachelor,0,0,5.1,Low,13,4,1,1,67.8,1,B
20,Female,5.2,49.3,65,Master,0,1,7.3,High,6,0,1,0,57.9,1,C
15,Female,1.4,66.4,75,None,1,1,6.9,Low,15,6,0,1,81.7,1,A
20,Male,6.7,70.6,87,None,1,0,4.3,High,17,7,0,0,72.0,1,B
20,Female,6.2,55.5,60,High School,0,1,4.0,Low,10,14,0,0,70.3,1,B
17,Male,7.4,59.0,67,None,1,0,9.9,Low,5,5,1,0,78.5,1,B
20,Male,1.7,45.2,43,Bachelor,1,0,8.0,Medium,19,8,0,0,70.8,1,B
15,Female,1.9,58.2,55,Master,1,1,6.2,High,13,2,0,1,59.4,1,C
16,Male,8.9,98.0,61,None,1,0,6.8,Low,12,1,0,1,84.4,1,A
21,Female,7.5,96.7,51,None,0,1,5.6,High,3,4,1,0,83.2,1,A
17,Female,9.1,60.1,55,Bachelor,1,1,6.1,Low,19,12,0,1,100.0,1,A
16,Male,7.6,74.3,90,Master,1,0,7.9,Medium,19,8,0,0,100.0,1,A
17,Male,6.0,94.6,79,Master,1,1,9.3,Medium,10,10,0,1,100.0,1,A
19,Male,6.5,40.4,77,High School,0,1,5.1,Medium,17,0,0,0,76.2,1,B
18,Male,8.9,88.6,81,High School,1,0,9.0,Medium,0,0,1,1,89.2,1,A
19,Female,5.8,96.9,76,Master,0,0,4.7,Low,11,9,0,1,85.9,1,A
20,Female,6.3,45.5,68,Bachelor,1,0,5.3,High,17,2,1,0,68.3,1,B
16,Female,1.6,49.7,57,Bachelor,1,0,4.2,Medium,6,9,0,0,44.4,1,D
20,Male,4.7,97.6,49,High School,0,0,4.8,Medium,11,2,0,0,65.7,1,B
18,Male,7.2,72.3,81,None,1,0,9.5,Medium,0,4,0,0,77.2,1,B
17,Male,2.7,40.9,78,Bachelor,0,0,6.8,High,3,3,0,1,37.4,0,F
18,Female,2.0,55.5,57,None,1,1,4.5,Low,17,5,0,1,56.0,1,C
15,Male,3.1,67.0,40,Bachelor,1,0,9.8,Low,14,11,0,1,69.1,1,B
18,Female,2.4,81.6,78,Master,1,1,9.3,Low,2,7,1,0,82.4,1,A
15,Male,2.1,84.0,60,High School,1,1,8.5,Low,6,7,1,0,75.7,1,B
18,Female,4.2,99.7,40,None,1,1,9.6,High,5,14,1,0,73.5,1,B
21,Female,9.1,57.3,54,None,1,0,5.3,High,14,10,1,1,69.9,1,B
15,Male,5.1,72.3,43,Master,1,1,9.0,High,14,3,0,0,71.5,1,B
16,Male,1.9,72.0,99,Bachelor,1,1,8.1,Medium,5,0,0,0,69.6,1,B
20,Female,0.8,64.3,59,None,1,1,9.2,High,7,12,0,0,55.3,1,C
20,Female,7.0,50.1,49,Bachelor,1,0,8.8,Low,7,13,0,0,73.1,1,B
19,Male,3.8,98.6,62,Master,1,0,6.1,High,0,13,1,0,74.3,1,B
20,Male,8.2,91.2,80,High School,1,1,8.6,Medium,12,6,1,0,100.0,1,A
